Unique.ID,Exempt.Code,Address,Owner.Or.Facility,X,Volume.And.Page,Acreage,Land.Assessment,Building.Assessment,Total.Assessment,OPMAssessment,ID,Address_in,Match,Match_type,Address_out,long,lat,Line_ID,Line_side,State,County,Tract,Block,FIPS,newadd,Park,Parking_lot
261 0251 00100,PABX,01073 CHAPEL ST,Yale University,NA,0/0,0.9,829570,31335850,32165420,32165420,276,"01073 CHAPEL ST, New Haven, CT",Match,Exact,"1073 Chapel St, New Haven, Ct, 06510",-72.93043,41.30797,635790163,R,9,9,361401,1003,09009361401,NA,NA,NA
261 0231 00402,PABX,01074 CHAPEL ST,Yale University(Mellon Art Ga),NA,0/0,0,0,10784060,10784060,10784060,277,"01074 CHAPEL ST, New Haven, CT",Match,Exact,"1074 Chapel St, New Haven, Ct, 06510",-72.93014,41.30784,638550359,L,9,9,140100,1016,09009140100,NA,NA,NA
261 0231 00800,PABX,01120 CHAPEL ST,Yale University,NA,5150/1,0.28,611170,2454970,3066140,3066140,278,"01120 CHAPEL ST, New Haven, CT",Match,Exact,"1120 Chapel St, New Haven, Ct, 06510",-72.9315,41.308372,635790163,L,9,9,361401,1004,09009361401,NA,NA,NA
280 0230 01000,PABX,01156 CHAPEL ST,Yale University,NA,5083/253,0.76,796390,11852820,12649210,12649210,279,"01156 CHAPEL ST, New Haven, CT",Match,Exact,"1156 Chapel St, New Haven, Ct, 06511",-72.93271,41.308655,638550333,L,9,9,361401,1005,09009361401,NA,NA,NA
280 0249 02601,PABX,01201 CHAPEL ST,Yale University,NA,4298/76,0.34,49490,839300,888790,888790,280,"01201 CHAPEL ST, New Haven, CT",Match,Exact,"1201 Chapel St, New Haven, Ct, 06511",-72.934494,41.30906,637983797,R,9,9,361401,3008,09009361401,NA,NA,NA
278 0149 01201,PBBX,00000 HOWARD AV,Yale-New Haven Hospital Inc,NA,8880/10,0.02,1050,0,1050,1050,281,"00000 HOWARD AV, New Haven, CT",No_Match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298 0161 02000,PBBX,00000 HOWARD AV,Yale-New Haven Hospital Inc -Mcs-2,NA,8324/304,0.08,27790,0,27790,27790,282,"00000 HOWARD AV, New Haven, CT",No_Match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279 0150 00100,PBBX,00001 PARK ST,Yale New Haven Hospital Inc -Mcs-2,NA,4318/39,0.62,10974250,108026590,119000840,119000840,283,"00001 PARK ST, New Haven, CT",Tie,NA,"1 Park St, New Haven, Ct, 06504",-72.9364472,41.3042785,NA,NA,NA,NA,NA,NA,09009140300,"1 PARK ST, NEW HAVEN, CT, 06504",FALSE,FALSE
279 0162 00200,PBBX,00008 PARK ST,Yale New Haven Hospital Inc.-Mcs-2,NA,4620/18,0.05,49700,0,49700,49700,284,"00008 PARK ST, New Haven, CT",Tie,NA,"8 Park St, New Haven, Ct, 06519",-72.9369001,41.3046414,NA,NA,NA,NA,NA,NA,09009140300,"8 PARK ST, NEW HAVEN, CT, 06519",TRUE,FALSE
279 0150 00200,PBBX,00010 YORK ST,Yale New Haven Hospital Inc,NA,0/0,2.49,17543470,135240910,152784380,152784380,285,"00010 YORK ST, New Haven, CT",Match,Exact,"10 York St, New Haven, Ct, 06510",-72.93469,41.30419,3700548,L,9,9,140300,2006,09009140300,NA,NA,NA
279 0163 00200,PBBX,00017 PARK ST,Yale New Haven Hospital Inc -Mcs-2,NA,0/0,1.39,2237480,463644510,465881990,465881990,286,"00017 PARK ST, New Haven, CT",Tie,NA,"17 Park St, New Haven, Ct, 06513",-72.9359735,41.3049538,NA,NA,NA,NA,NA,NA,09009140300,"17 PARK ST, New Haven, CT, 06513",FALSE,FALSE
315 1290 00900,PBBX,00020 GILBERT AV,Yale-New Haven Hospital Inc,NA,8881/335,0.07,30730,0,30730,30730,287,"00020 GILBERT AV, New Haven, CT",Tie,NA,"20 Gilbert Ave, New Haven, Ct, 06511",-72.94186,41.30804,NA,NA,NA,NA,NA,NA,09009140800,"20 GILBERT AVE, NEW HAVEN, CT, 06511",TRUE,FALSE
298 0161 02700,PBBX,00021 SYLVAN AV,Yale-New Haven Hospital Inc -Mcs-2,NA,8324/304,0.34,36330,0,36330,36330,288,"00021 SYLVAN AV, New Haven, CT",Match,Exact,"21 Sylvan Ave, New Haven, Ct, 06519",-72.939026,41.304768,3700521,R,9,9,140600,1000,09009140600,NA,NA,NA
298 0161 02900,PBBX,00027 SYLVAN AV,Yale-New Haven Hospital Inc -Mcs-2,NA,8324/304,0.09,31150,0,31150,31150,289,"00027 SYLVAN AV, New Haven, CT",Match,Exact,"27 Sylvan Ave, New Haven, Ct, 06519",-72.9392,41.30475,3700521,R,9,9,140600,1000,09009140600,NA,NA,NA
298 0161 03000,PBBX,00029 SYLVAN AV,Yale-New Haven Hospital Inc -Mcs-2,NA,8324/304,0.01,770,0,770,770,290,"00029 SYLVAN AV, New Haven, CT",Match,Exact,"29 Sylvan Ave, New Haven, Ct, 06519",-72.939255,41.30474,3700521,R,9,9,140600,1000,09009140600,NA,NA,NA
279 0163 00201,PBBX,00030 YORK ST,Conn Health  Educational    *,NA,0/0,2.21,9463300,91861350,101324650,101324650,291,"00030 YORK ST, New Haven, CT",Match,Exact,"30 York St, New Haven, Ct, 06510",-72.93442,41.304592,3700548,L,9,9,140300,2006,09009140300,NA,NA,NA
278 0149 01900,PBBX,00031 VERNON ST,Yale-New Haven Hospital Inc,NA,8880/10,0.17,33600,0,33600,33600,292,"00031 VERNON ST, New Haven, CT",Tie,NA,"31 Vernon St, New Haven, Ct, 06519",-72.937454,41.30301,NA,NA,NA,NA,NA,NA,09009140600,"31 VERNON ST, NEW HAVEN, CT, 06519",FALSE,FALSE
298 0161 01200,PBBX,00034 LEGION AV,Yale-New Haven Hospital Inc -Mcs-2,NA,8324/304,0.16,83020,0,83020,83020,293,"00034 LEGION AV, New Haven, CT",No_Match,NA,"34 Legion Ave, New Haven, Ct, 06519",-72.9385279,41.305913,NA,NA,NA,NA,NA,NA,09009140600,"34 LEGION AVE, New Haven, CT, 06519",FALSE,TRUE
298 0161 01100,PBBX,00046 LEGION AV,Yale-New Haven  Hospital Inc - Mcs-2,NA,8324/304,0.16,66570,0,66570,66570,294,"00046 LEGION AV, New Haven, CT",No_Match,NA,"46 Legion Ave, New Haven, Ct, 06519",-72.9387261,41.3059028,NA,NA,NA,NA,NA,NA,09009140600,"46 LEGION AVE, New Haven, CT, 06519",FALSE,TRUE
298 0161 01000,PBBX,00060 LEGION AV,Yale-New Haven Hospital Inc -Mcs-2,NA,8324/304,0.3,57400,0,57400,57400,295,"00060 LEGION AV, New Haven, CT",No_Match,NA,"60 Legion Ave, New Haven, Ct, 06519",-72.9388961,41.305705,NA,NA,NA,NA,NA,NA,09009140600,"60 LEGION AVE, New Haven, CT, 06519",FALSE,TRUE
278 0149 01400,PBBX,00103 DAVENPORT AV,Yale New Haven Hospital Inc -Mcs-2,NA,5442/153,0.1,68250,3150,71400,71400,296,"00103 DAVENPORT AV, New Haven, CT",Match,Exact,"103 Davenport Ave, New Haven, Ct, 06519",-72.93716,41.302937,3700546,R,9,9,140600,1006,09009140600,NA,NA,NA
278 0149 01500,PBBX,00109 DAVENPORT AV,Yale New Haven Hospital Inc -Mcs-2,NA,5442/153,0.1,68600,210,68810,68810,297,"00109 DAVENPORT AV, New Haven, CT",Match,Exact,"109 Davenport Ave, New Haven, Ct, 06519",-72.937195,41.30292,3700546,R,9,9,140600,1006,09009140600,NA,NA,NA
278 0149 01600,PBBX,00111 DAVENPORT AV,Yale New Haven Hospital Inc -Mcs-2,NA,5442/153,0.11,31920,0,31920,31920,298,"00111 DAVENPORT AV, New Haven, CT",Match,Exact,"111 Davenport Ave, New Haven, Ct, 06519",-72.93721,41.302917,3700546,R,9,9,140600,1006,09009140600,NA,NA,NA
317 0197 00100,PBBX,00111 SHERMAN AV,Yale-New Haven Hospital Inc,NA,8881/335,0.12,43750,0,43750,43750,299,"00111 SHERMAN AV, New Haven, CT",Tie,NA,"111 Sherman Ave, New Haven, Ct, 06511",-72.94535,41.3094,NA,NA,NA,NA,NA,NA,09009140800,"111 SHERMAN AVE, NEW HAVEN, CT, 06511",FALSE,FALSE
278 0134 02300,PBBX,00112 DAVENPORT AV,Yale New Haven Hospital Inc -Mcs-2,NA,0/0,0.27,123760,484960,608720,608720,300,"00112 DAVENPORT AV, New Haven, CT",Match,Exact,"112 Davenport Ave, New Haven, Ct, 06519",-72.9372,41.302906,3700546,L,9,9,140600,2000,09009140600,NA,NA,NA
278 0134 02200,PBBX,00116 DAVENPORT AV,Yale-New Haven Hospital Inc -Mcs-2,NA,5559/218,0.18,33740,4340,38080,38080,301,"00116 DAVENPORT AV, New Haven, CT",Match,Exact,"116 Davenport Ave, New Haven, Ct, 06519",-72.937225,41.3029,3700546,L,9,9,140600,2000,09009140600,NA,NA,NA
315 1288 02001,PBBX,00200 ORCHARD ST 101,Yale-New Haven Hospital Inc,NA,8881/342,0,0,53060,53060,53060,302,"00200 ORCHARD ST 101, New Haven, CT",No_Match,NA,"200 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074259,NA,NA,NA,NA,NA,NA,09009140800,"200 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02003,PBBX,00200 ORCHARD ST 103,Yale-New Haven Hospital Inc,NA,8881/342,0,0,38780,38780,38780,303,"00200 ORCHARD ST 103, New Haven, CT",No_Match,NA,"201 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074259,NA,NA,NA,NA,NA,NA,09009140800,"201 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02004,PBBX,00200 ORCHARD ST 104,Yale-New Haven Hospital Inc,NA,8881/342,0,0,53410,53410,53410,304,"00200 ORCHARD ST 104, New Haven, CT",No_Match,NA,"202 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074260,NA,NA,NA,NA,NA,NA,09009140800,"202 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02005,PBBX,00200 ORCHARD ST 105,Yale-New Haven Hospital Inc,NA,8881/342,0,0,54040,54040,54040,305,"00200 ORCHARD ST 105, New Haven, CT",No_Match,NA,"203 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074261,NA,NA,NA,NA,NA,NA,09009140800,"203 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02006,PBBX,00200 ORCHARD ST 106,Yale-New Haven Hospital Inc,NA,8881/342,0,0,51940,51940,51940,306,"00200 ORCHARD ST 106, New Haven, CT",No_Match,NA,"204 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074262,NA,NA,NA,NA,NA,NA,09009140800,"204 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02007,PBBX,00200 ORCHARD ST 107,Yale-New Haven Hospital Inc,NA,8881/342,0,0,87360,87360,87360,307,"00200 ORCHARD ST 107, New Haven, CT",No_Match,NA,"205 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074263,NA,NA,NA,NA,NA,NA,09009140800,"205 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02010,PBBX,00200 ORCHARD ST 201,Yale-New Haven Hospital Inc,NA,8881/342,0,0,58730,58730,58730,308,"00200 ORCHARD ST 201, New Haven, CT",No_Match,NA,"206 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074264,NA,NA,NA,NA,NA,NA,09009140800,"206 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02011,PBBX,00200 ORCHARD ST 202,Yale-New Haven Hospital Inc,NA,8881/342,0,0,53690,53690,53690,309,"00200 ORCHARD ST 202, New Haven, CT",No_Match,NA,"207 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074265,NA,NA,NA,NA,NA,NA,09009140800,"207 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02012,PBBX,00200 ORCHARD ST 203,Yale-New Haven Hospital Inc,NA,8881/342,0,0,54390,54390,54390,310,"00200 ORCHARD ST 203, New Haven, CT",No_Match,NA,"208 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074266,NA,NA,NA,NA,NA,NA,09009140800,"208 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02013,PBBX,00200 ORCHARD ST 204,Yale-New Haven Hospital Inc,NA,8881/342,0,0,54390,54390,54390,311,"00200 ORCHARD ST 204, New Haven, CT",No_Match,NA,"209 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074267,NA,NA,NA,NA,NA,NA,09009140800,"209 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02014,PBBX,00200 ORCHARD ST 205,Yale-New Haven Hospital Inc,NA,8881/342,0,0,58730,58730,58730,312,"00200 ORCHARD ST 205, New Haven, CT",No_Match,NA,"210 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074268,NA,NA,NA,NA,NA,NA,09009140800,"210 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02015,PBBX,00200 ORCHARD ST 206,Yale-New Haven Hospital Inc,NA,8881/342,0,0,55580,55580,55580,313,"00200 ORCHARD ST 206, New Haven, CT",No_Match,NA,"211 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074269,NA,NA,NA,NA,NA,NA,09009140800,"211 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02016,PBBX,00200 ORCHARD ST 207,Yale-New Haven Hospital Inc,NA,8881/342,0,0,99820,99820,99820,314,"00200 ORCHARD ST 207, New Haven, CT",No_Match,NA,"212 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074270,NA,NA,NA,NA,NA,NA,09009140800,"212 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02021,PBBX,00200 ORCHARD ST 303,Yale-New Haven Hospital Inc,NA,8881/342,0,0,54390,54390,54390,315,"00200 ORCHARD ST 303, New Haven, CT",No_Match,NA,"213 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074271,NA,NA,NA,NA,NA,NA,09009140800,"213 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02022,PBBX,00200 ORCHARD ST 304,Yale-New Haven Hospital Inc,NA,8881/342,0,0,38360,38360,38360,316,"00200 ORCHARD ST 304, New Haven, CT",No_Match,NA,"214 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074272,NA,NA,NA,NA,NA,NA,09009140800,"214 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02024,PBBX,00200 ORCHARD ST 306,Yale-New Haven Hospital Inc,NA,8881/342,0,0,57190,57190,57190,317,"00200 ORCHARD ST 306, New Haven, CT",No_Match,NA,"215 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074273,NA,NA,NA,NA,NA,NA,09009140800,"215 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02028,PBBX,00200 ORCHARD ST 310,Yale-New Haven Hospital Inc,NA,8881/342,0,0,59500,59500,59500,318,"00200 ORCHARD ST 310, New Haven, CT",No_Match,NA,"216 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074274,NA,NA,NA,NA,NA,NA,09009140800,"216 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02029,PBBX,00200 ORCHARD ST 401,Yale-New Haven Hospital Inc,NA,8881/342,0,0,91770,91770,91770,319,"00200 ORCHARD ST 401, New Haven, CT",No_Match,NA,"217 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074275,NA,NA,NA,NA,NA,NA,09009140800,"217 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02031,PBBX,00200 ORCHARD ST 403,Yale-New Haven Hospital Inc,NA,8881/342,0,0,65730,65730,65730,320,"00200 ORCHARD ST 403, New Haven, CT",No_Match,NA,"218 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074276,NA,NA,NA,NA,NA,NA,09009140800,"218 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02032,PBBX,00200 ORCHARD ST 404,Yale-New Haven Hospital Inc,NA,8881/342,0,0,89180,89180,89180,321,"00200 ORCHARD ST 404, New Haven, CT",No_Match,NA,"219 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074277,NA,NA,NA,NA,NA,NA,09009140800,"219 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02033,PBBX,00200 ORCHARD ST 405,Yale-New Haven Hospital Inc,NA,8881/342,0,0,91000,91000,91000,322,"00200 ORCHARD ST 405, New Haven, CT",No_Match,NA,"220 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074278,NA,NA,NA,NA,NA,NA,09009140800,"220 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02034,PBBX,00200 ORCHARD ST 406,Yale-New Haven Hospital Inc,NA,8881/342,0,0,86800,86800,86800,323,"00200 ORCHARD ST 406, New Haven, CT",No_Match,NA,"221 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074279,NA,NA,NA,NA,NA,NA,09009140800,"221 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02035,PBBX,00200 ORCHARD ST 407,Yale-New Haven Hospital Inc,NA,8881/342,0,0,59430,59430,59430,324,"00200 ORCHARD ST 407, New Haven, CT",No_Match,NA,"222 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074280,NA,NA,NA,NA,NA,NA,09009140800,"222 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1288 02036,PBBX,00200 ORCHARD ST 408,Yale-New Haven Hospital Inc,NA,8881/342,0,0,91770,91770,91770,325,"00200 ORCHARD ST 408, New Haven, CT",No_Match,NA,"223 Orchard St, New Haven, Ct, 06511",-72.9431577,41.3074281,NA,NA,NA,NA,NA,NA,09009140800,"223 ORCHARD ST, New Haven, CT, 06511",FALSE,FALSE
315 1290 00800,PBBX,00233 ORCHARD ST,Yale-New Haven Hospital Inc,NA,8881/335,0.01,490,0,490,490,326,"00233 ORCHARD ST, New Haven, CT",Match,Exact,"233 Orchard St, New Haven, Ct, 06511",-72.9423,41.307865,3700359,R,9,9,140800,1006,09009140800,NA,NA,NA
315 1293 00100,PBBX,00285 ORCHARD ST,Yale-New Haven Hospital Inc,NA,8881/311,0.14,51310,8610,59920,59920,327,"00285 ORCHARD ST, New Haven, CT",Match,Exact,"285 Orchard St, New Haven, Ct, 06511",-72.942116,41.308826,3700355,R,9,9,140800,1007,09009140800,NA,NA,NA
315 1293 00200,PBBX,00289 ORCHARD ST,Yale-New Haven Hospital Inc,NA,8881/311,0.14,51380,9800,61180,61180,328,"00289 ORCHARD ST, New Haven, CT",Match,Exact,"289 Orchard St, New Haven, Ct, 06511",-72.94211,41.308884,3700355,R,9,9,140800,1007,09009140800,NA,NA,NA
315 1293 00400,PBBX,00301 ORCHARD ST,Yale-New Haven Hospital Inc,NA,8881/311,0.2,53970,11480,65450,65450,329,"00301 ORCHARD ST, New Haven, CT",Match,Exact,"301 Orchard St, New Haven, Ct, 06511",-72.94201,41.309223,3700357,R,9,9,140800,1000,09009140800,NA,NA,NA
279 0163 00100,PBBX,00318 OAK ST,Yale New Haven Hospital Inc -Mcs-2,NA,3069/12,0.06,43820,3570,47390,47390,330,"00318 OAK ST, New Haven, CT",No_Match,NA,"318 Oak St, New Haven, Ct, 06511",-72.940381,41.327048,NA,NA,NA,NA,NA,NA,09009141500,"318 OAK ST, NEW HAVEN, CT, 06511",FALSE,FALSE
315 1293 00402,PBBX,00323 ORCHARD ST,Yale-New Haven Hospital Inc,NA,8881/311,1,1620010,3784830,5404840,5404840,331,"00323 ORCHARD ST, New Haven, CT",Match,Exact,"323 Orchard St, New Haven, Ct, 06511",-72.941666,41.310028,3700357,R,9,9,140800,1000,09009140800,NA,NA,NA
317 0213 00102,PBBX,00330 ORCHARD ST,Yale-New Haven Hospital Inc,NA,8881/296,1.38,1778560,20460790,22239350,22239350,332,"00330 ORCHARD ST, New Haven, CT",Match,Exact,"330 Orchard St, New Haven, Ct, 06511",-72.94158,41.310265,3700357,L,9,9,140800,1001,09009140800,NA,NA,NA
279 0217 01700,PBBX,00425 GEORGE ST,Yale New Haven Hospital Inc -Mcs-2,NA,4906/66,0.79,215530,972650,1188180,1188180,333,"00425 GEORGE ST, New Haven, CT",Match,Exact,"425 George St, New Haven, Ct, 06511",-72.9357,41.307297,3700442,R,9,9,361401,2001,09009361401,NA,NA,NA
297 0215 01600,PBBX,00501 GEORGE ST,Yale-New Haven Hospital Inc,NA,9627/218,0.34,59640,1090670,1150310,1150310,334,"00501 GEORGE ST, New Haven, CT",Match,Exact,"501 George St, New Haven, Ct, 06511",-72.93816,41.308296,3700417,R,9,9,140700,3001,09009140700,NA,NA,NA
315 1293 03200,PBBX,00579 GEORGE ST,Yale-New Haven Hospital Inc,NA,8881/311,0.21,34230,13230,47460,47460,335,"00579 GEORGE ST, New Haven, CT",Match,Exact,"579 George St, New Haven, Ct, 06511",-72.94093,41.308887,637983143,R,9,9,140800,1000,09009140800,NA,NA,NA
315 1293 03300,PBBX,00583 GEORGE ST,Yale-New Haven Hospital Inc,NA,8881/311,0.09,31360,5950,37310,37310,336,"00583 GEORGE ST, New Haven, CT",Match,Exact,"583 George St, New Haven, Ct, 06511",-72.94096,41.30889,637983143,R,9,9,140800,1000,09009140800,NA,NA,NA
315 1289 01200,PBBX,00600 GEORGE ST,Yale-New Haven Hospital Inc,NA,8881/335,0.16,31710,700,32410,32410,337,"00600 GEORGE ST, New Haven, CT",Match,Exact,"600 George St, New Haven, Ct, 06511",-72.94219,41.309124,3700335,L,9,9,140800,1002,09009140800,NA,NA,NA
317 0213 00200,PBBX,00629 GEORGE ST,Yale-New Haven Hospital Inc,NA,8881/296,1.18,1390480,280,1390760,1390760,338,"00629 GEORGE ST, New Haven, CT",Match,Exact,"629 George St, New Haven, Ct, 06511",-72.94409,41.30951,638553037,R,9,9,140800,1001,09009140800,NA,NA,NA
317 0213 00201,PBBX,00629 GEORGE ST,Yale-New Haven Hospital Inc,NA,8881/296,0,0,6250580,6250580,6250580,339,"00629 GEORGE ST, New Haven, CT",Match,Exact,"629 George St, New Haven, Ct, 06511",-72.94409,41.30951,638553037,R,9,9,140800,1001,09009140800,NA,NA,NA
317 0197 00700,PBBX,00646 GEORGE ST,Yale-New Haven Hospital Inc,NA,8881/335,0.13,50540,169610,220150,220150,340,"00646 GEORGE ST, New Haven, CT",Match,Exact,"646 George St, New Haven, Ct, 06511",-72.943924,41.30946,638553037,L,9,9,140800,1003,09009140800,NA,NA,NA
263 0135 00100,PBBX,00789 HOWARD AV,Yale New Haven Hospital -Mcs-2,NA,3302/306,5.54,14967960,131622750,146590710,146590710,341,"00789 HOWARD AV, New Haven, CT",Match,Exact,"789 Howard Ave, New Haven, Ct, 06519",-72.93543,41.301594,3700547,R,9,9,140300,2009,09009140300,NA,NA,NA
278 0149 01200,PBBX,00836 HOWARD AV,Yale-New Haven Hospital Inc,NA,8880/10,0.11,95410,177520,272930,272930,342,"00836 HOWARD AV, New Haven, CT",Match,Exact,"836 Howard Ave, New Haven, Ct, 06519",-72.93668,41.30381,3700543,L,9,9,140600,1006,09009140600,NA,NA,NA
278 0149 01100,PBBX,00840 HOWARD AV,Yale-New Haven Hospital Inc,NA,8880/10,0.13,98560,253400,351960,351960,343,"00840 HOWARD AV, New Haven, CT",Match,Exact,"840 Howard Ave, New Haven, Ct, 06519",-72.936714,41.30387,3700543,L,9,9,140600,1006,09009140600,NA,NA,NA
278 0149 01000,PBBX,00842 HOWARD AV,Yale-New Haven Hospital Inc,NA,8880/10,0.11,94430,120540,214970,214970,344,"00842 HOWARD AV, New Haven, CT",Match,Exact,"842 Howard Ave, New Haven, Ct, 06519",-72.93673,41.3039,3700543,L,9,9,140600,1006,09009140600,NA,NA,NA
278 0149 00600,PBBX,00860 HOWARD AV,Ronald Mcdonald House Charities Of Conn,NA,9391/148,0.62,136710,5967640,6104350,6104350,345,"00860 HOWARD AV, New Haven, CT",Match,Exact,"860 Howard Ave, New Haven, Ct, 06519",-72.93687,41.304173,3700543,L,9,9,140600,1006,09009140600,NA,NA,NA
278 0149 00200,PBBX,00878 HOWARD AV,Yale New Haven Hospital Inc -Mcs-2,NA,7842/215,0.4,121030,757260,878290,878290,346,"00878 HOWARD AV, New Haven, CT",Match,Exact,"878 Howard Ave, New Haven, Ct, 06519",-72.93708,41.304657,3700525,L,9,9,140600,1006,09009140600,NA,NA,NA
298 0161 02100,PBBX,00912 HOWARD AV,Yale-New Haven Hospital Inc,NA,9081/4,0.86,3177860,0,3177860,3177860,347,"00912 HOWARD AV, New Haven, CT",Match,Exact,"912 Howard Ave, New Haven, Ct, 06519",-72.93736,41.305256,3700430,L,9,9,140600,1000,09009140600,NA,NA,NA
298 0161 01800,PBBX,00914 HOWARD AV,Yale-New Haven Hospital Inc,NA,9081/4,0.14,29540,8960,38500,38500,348,"00914 HOWARD AV, New Haven, CT",Match,Exact,"914 Howard Ave, New Haven, Ct, 06519",-72.93738,41.30527,3700430,L,9,9,140600,1000,09009140600,NA,NA,NA
298 0161 02001,PBBX,00914 HOWARD AV,Yale-New Haven Hospital Inc,NA,8324/304,0.15,59430,0,59430,59430,349,"00914 HOWARD AV, New Haven, CT",Match,Exact,"914 Howard Ave, New Haven, Ct, 06519",-72.93738,41.30527,3700430,L,9,9,140600,1000,09009140600,NA,NA,NA
315 1293 01600,PBBX,01342 CHAPEL ST,Yale-New Haven Hospital Inc,NA,8881/311,0.29,57680,14350,72030,72030,350,"01342 CHAPEL ST, New Haven, CT",Tie,NA,"1342 Chapel St, New Haven, Ct, 06511",-72.93982,41.31026,NA,NA,NA,NA,NA,NA,09009140800,"1342 CHAPEL ST, NEW HAVEN, CT, 06511",FALSE,FALSE
315 1293 00900,PBBX,01380 CHAPEL ST,Yale-New Haven Hospital Inc,NA,8881/311,0.11,48370,242130,290500,290500,351,"01380 CHAPEL ST, New Haven, CT",Match,Exact,"1380 Chapel St, New Haven, Ct, 06515",-72.94246,41.31085,3700354,L,9,9,140800,1001,09009140800,NA,NA,NA
316 0243 02500,PBBX,01389 CHAPEL ST,Yale-New Haven Hospital Inc,NA,8881/335,0.17,52640,322560,375200,375200,352,"01389 CHAPEL ST, New Haven, CT",Match,Exact,"1389 Chapel St, New Haven, Ct, 06511",-72.941505,41.310673,3700354,R,9,9,140700,1002,09009140700,NA,NA,NA
318 0242 02800,PBBX,01441 CHAPEL ST,Yale-New Haven Hospital Inc,NA,8881/335,0.27,56630,345170,401800,401800,353,"01441 CHAPEL ST, New Haven, CT",Match,Exact,"1441 Chapel St, New Haven, Ct, 06511",-72.943474,41.311066,638548845,R,9,9,140700,1003,09009140700,NA,NA,NA
317 0213 00100,PBBX,01450 CHAPEL ST,Yale-New Haven Hospital Inc,NA,8881/296,8.11,14931910,262468290,277400200,277400200,354,"01450 CHAPEL ST, New Haven, CT",Match,Exact,"1450 Chapel St, New Haven, Ct, 06511",-72.94401,41.311165,638548845,L,9,9,140800,1001,09009140800,NA,NA,NA
